year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2,tbl1apk,period
2023,2,32575,32467,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",10800,13303,BUR,MIA,2343,13,309.91,AA,0.5917,356.99,NK,0.1833,161.18,"(34.052238, -118.243344)","(44.977479, -93.264346)",202321080013303BURMIA,Post-Pandemic
2023,2,32575,32467,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",12892,11697,LAX,FLL,2343,1631,303.81,B6,0.4474,366.26,NK,0.1384,141.93,"(34.052238, -118.243344)","(44.977479, -93.264346)",202321289211697LAXFLL,Post-Pandemic
2023,2,32575,32467,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",12892,13303,LAX,MIA,2343,2346,347.64,AA,0.6103,364.66,B6,0.2322,314.64,"(34.052238, -118.243344)","(44.977479, -93.264346)",202321289213303LAXMIA,Post-Pandemic
2023,2,32575,32467,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",12954,11697,LGB,FLL,2343,20,193.48,WN,0.9676,188.46,WN,0.9676,188.46,"(34.052238, -118.243344)","(44.977479, -93.264346)",202321295411697LGBFLL,Post-Pandemic
2023,2,32575,32467,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",12954,13303,LGB,MIA,2343,13,214.8,WN,0.9211,199.5,WN,0.9211,199.5,"(34.052238, -118.243344)","(44.977479, -93.264346)",202321295413303LGBMIA,Post-Pandemic
2023,2,32575,32467,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",13891,11697,ONT,FLL,2343,53,334.12,AA,0.473,397.5,F9,0.1452,108.19,"(34.052238, -118.243344)","(44.977479, -93.264346)",202321389111697ONTFLL,Post-Pandemic
2023,2,32575,32467,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",13891,13303,ONT,MIA,2343,65,325.96,AA,0.4685,356.77,F9,0.1175,124.76,"(34.052238, -118.243344)","(44.977479, -93.264346)",202321389113303ONTMIA,Post-Pandemic
2023,2,32575,32467,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",14908,11697,SNA,FLL,2343,75,364.67,AA,0.3362,394.74,UA,0.2882,342.57,"(34.052238, -118.243344)","(44.977479, -93.264346)",202321490811697SNAFLL,Post-Pandemic
2023,2,32575,32467,"Los Angeles, CA (Metropolitan Area)","Miami, FL (Metropolitan Area)",14908,13303,SNA,MIA,2343,76,380.83,AA,0.4848,437.8,UA,0.1771,369.58,"(34.052238, -118.243344)","(44.977479, -93.264346)",202321490813303SNAMIA,Post-Pandemic
2023,2,32575,33044,"Los Angeles, CA (Metropolitan Area)","Louisville, KY",10800,14730,BUR,SDF,1843,18,316.18,WN,0.4639,346.7,NK,0.2289,151.19,"(34.052238, -118.243344)","(38.256078, -85.751569)",202321080014730BURSDF,Post-Pandemic
2023,2,32575,33044,"Los Angeles, CA (Metropolitan Area)","Louisville, KY",12892,14730,LAX,SDF,1843,380,195.15,NK,0.7196,104.2,NK,0.7196,104.2,"(34.052238, -118.243344)","(38.256078, -85.751569)",202321289214730LAXSDF,Post-Pandemic
2023,2,32575,33044,"Los Angeles, CA (Metropolitan Area)","Louisville, KY",12954,14730,LGB,SDF,1843,13,281.16,WN,0.9835,277.08,WN,0.9835,277.08,"(34.052238, -118.243344)","(38.256078, -85.751569)",202321295414730LGBSDF,Post-Pandemic
2023,2,32575,33044,"Los Angeles, CA (Metropolitan Area)","Louisville, KY",13891,14730,ONT,SDF,1843,40,403.88,AA,0.3636,388.24,WN,0.2893,317.53,"(34.052238, -118.243344)","(38.256078, -85.751569)",202321389114730ONTSDF,Post-Pandemic
2023,2,32575,33044,"Los Angeles, CA (Metropolitan Area)","Louisville, KY",14908,14730,SNA,SDF,1843,60,412.63,AA,0.3646,423.69,WN,0.1768,354.68,"(34.052238, -118.243344)","(38.256078, -85.751569)",202321490814730SNASDF,Post-Pandemic
2023,2,32575,33192,"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",10800,14893,BUR,SMF,404,1159,159.31,WN,0.9967,159.34,WN,0.9967,159.34,"(34.052238, -118.243344)","(38.582087, -121.50012)",202321080014893BURSMF,Post-Pandemic
2023,2,32575,33192,"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",12892,14893,LAX,SMF,404,1192,176.85,WN,0.6869,160.53,WN,0.6869,160.53,"(34.052238, -118.243344)","(38.582087, -121.50012)",202321289214893LAXSMF,Post-Pandemic
2023,2,32575,33192,"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",12954,14893,LGB,SMF,404,773,141.76,WN,0.9913,141.74,WN,0.9913,141.74,"(34.052238, -118.243344)","(38.582087, -121.50012)",202321295414893LGBSMF,Post-Pandemic
2023,2,32575,33192,"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",13891,14893,ONT,SMF,404,984,171.77,WN,0.9868,171.3,WN,0.9868,171.3,"(34.052238, -118.243344)","(38.582087, -121.50012)",202321389114893ONTSMF,Post-Pandemic
2023,2,32575,33192,"Los Angeles, CA (Metropolitan Area)","Sacramento, CA",14908,14893,SNA,SMF,404,1152,185.92,WN,0.9682,187.3,NK,0.0178,104.45,"(34.052238, -118.243344)","(38.582087, -121.50012)",202321490814893SNASMF,Post-Pandemic
2023,2,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",10800,15304,BUR,TPA,2158,31,332.73,WN,0.4964,302.92,NK,0.1,182.07,"(34.052238, -118.243344)","(37.8606, -78.804199)",202321080015304BURTPA,Post-Pandemic
2023,2,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",12892,15304,LAX,TPA,2158,936,316.22,DL,0.4603,367.17,AA,0.2179,276.24,"(34.052238, -118.243344)","(37.8606, -78.804199)",202321289215304LAXTPA,Post-Pandemic
2023,2,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",12954,15304,LGB,TPA,2158,28,220.84,WN,0.9151,211.45,WN,0.9151,211.45,"(34.052238, -118.243344)","(37.8606, -78.804199)",202321295415304LGBTPA,Post-Pandemic
2023,2,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",13891,15304,ONT,TPA,2158,76,339.01,AA,0.3372,403.52,F9,0.1686,128.74,"(34.052238, -118.243344)","(37.8606, -78.804199)",202321389115304ONTTPA,Post-Pandemic
2023,2,32575,33195,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)",14908,15304,SNA,TPA,2158,128,348.02,AA,0.3941,371.03,F9,0.1015,120.29,"(34.052238, -118.243344)","(37.8606, -78.804199)",202321490815304SNATPA,Post-Pandemic
2023,2,32575,33214,"Los Angeles, CA (Metropolitan Area)","San Antonio, TX",10800,14683,BUR,SAT,1211,44,275.62,WN,0.665,267.3,WN,0.665,267.3,"(34.052238, -118.243344)","(29.425173, -98.494599)",202321080014683BURSAT,Post-Pandemic
2023,2,32575,33214,"Los Angeles, CA (Metropolitan Area)","San Antonio, TX",12892,14683,LAX,SAT,1211,896,219.35,WN,0.2768,215.96,NK,0.1871,120.42,"(34.052238, -118.243344)","(29.425173, -98.494599)",202321289214683LAXSAT,Post-Pandemic
2023,2,32575,33214,"Los Angeles, CA (Metropolitan Area)","San Antonio, TX",12954,14683,LGB,SAT,1211,33,233.05,WN,0.9226,221.8,WN,0.9226,221.8,"(34.052238, -118.243344)","(29.425173, -98.494599)",202321295414683LGBSAT,Post-Pandemic
2023,2,32575,33214,"Los Angeles, CA (Metropolitan Area)","San Antonio, TX",13891,14683,ONT,SAT,1211,122,286.92,WN,0.5063,263.81,WN,0.5063,263.81,"(34.052238, -118.243344)","(29.425173, -98.494599)",202321389114683ONTSAT,Post-Pandemic
2023,2,32575,33214,"Los Angeles, CA (Metropolitan Area)","San Antonio, TX",14908,14683,SNA,SAT,1211,127,289.41,WN,0.4431,262.12,WN,0.4431,262.12,"(34.052238, -118.243344)","(29.425173, -98.494599)",202321490814683SNASAT,Post-Pandemic
2023,2,32575,33244,"Los Angeles, CA (Metropolitan Area)","Memphis, TN",10800,13244,BUR,MEM,1619,12,337.98,AA,0.5586,365.91,WN,0.2883,275.56,"(34.052238, -118.243344)","(35.143378, -90.052136)",202321080013244BURMEM,Post-Pandemic
2023,2,32575,33244,"Los Angeles, CA (Metropolitan Area)","Memphis, TN",12892,13244,LAX,MEM,1619,512,226.94,DL,0.3721,300.68,G4,0.2531,107.77,"(34.052238, -118.243344)","(35.143378, -90.052136)",202321289213244LAXMEM,Post-Pandemic
2023,2,32575,33244,"Los Angeles, CA (Metropolitan Area)","Memphis, TN",12954,13244,LGB,MEM,1619,13,226.15,WN,0.8852,213.55,WN,0.8852,213.55,"(34.052238, -118.243344)","(35.143378, -90.052136)",202321295413244LGBMEM,Post-Pandemic
2023,2,32575,33244,"Los Angeles, CA (Metropolitan Area)","Memphis, TN",13891,13244,ONT,MEM,1619,38,373.08,AA,0.5188,401.21,WN,0.1652,317.25,"(34.052238, -118.243344)","(35.143378, -90.052136)",202321389113244ONTMEM,Post-Pandemic
2023,2,32575,33244,"Los Angeles, CA (Metropolitan Area)","Memphis, TN",14908,13244,SNA,MEM,1619,69,302.67,AA,0.5431,300.71,UA,0.1374,296.93,"(34.052238, -118.243344)","(35.143378, -90.052136)",202321490813244SNAMEM,Post-Pandemic
2023,2,32575,33264,"Los Angeles, CA (Metropolitan Area)","Medford, OR",10800,13264,BUR,MFR,659,65,121.74,XP,0.871,92.88,XP,0.871,92.88,"(34.052238, -118.243344)","(42.064492, -87.93678)",202321080013264BURMFR,Post-Pandemic
2023,2,32575,33264,"Los Angeles, CA (Metropolitan Area)","Medford, OR",12892,13264,LAX,MFR,659,155,212.05,AS,0.5482,228.01,G4,0.1693,76.79,"(34.052238, -118.243344)","(42.064492, -87.93678)",202321289213264LAXMFR,Post-Pandemic
2023,2,32575,33264,"Los Angeles, CA (Metropolitan Area)","Medford, OR",12954,13264,LGB,MFR,659,0,1069.0,DL,1.0,1069.0,DL,1.0,1069.0,"(34.052238, -118.243344)","(42.064492, -87.93678)",202321295413264LGBMFR,Post-Pandemic
2023,2,32575,33264,"Los Angeles, CA (Metropolitan Area)","Medford, OR",13891,13264,ONT,MFR,659,19,290.3,UA,0.3663,316.57,AS,0.2384,259.75,"(34.052238, -118.243344)","(42.064492, -87.93678)",202321389113264ONTMFR,Post-Pandemic
2023,2,32575,33264,"Los Angeles, CA (Metropolitan Area)","Medford, OR",14908,13264,SNA,MFR,659,72,182.83,G4,0.4962,91.74,G4,0.4962,91.74,"(34.052238, -118.243344)","(42.064492, -87.93678)",202321490813264SNAMFR,Post-Pandemic
2023,2,32575,33316,"Los Angeles, CA (Metropolitan Area)","Omaha, NE",10800,13871,BUR,OMA,1330,39,305.09,WN,0.7692,284.76,WN,0.7692,284.76,"(34.052238, -118.243344)","(46.07035, -93.666319)",202321080013871BUROMA,Post-Pandemic
2023,2,32575,33316,"Los Angeles, CA (Metropolitan Area)","Omaha, NE",12892,13871,LAX,OMA,1330,352,246.46,AA,0.3463,316.95,G4,0.2402,112.53,"(34.052238, -118.243344)","(46.07035, -93.666319)",202321289213871LAXOMA,Post-Pandemic
2023,2,32575,33316,"Los Angeles, CA (Metropolitan Area)","Omaha, NE",12954,13871,LGB,OMA,1330,32,228.7,WN,0.9276,225.0,WN,0.9276,225.0,"(34.052238, -118.243344)","(46.07035, -93.666319)",202321295413871LGBOMA,Post-Pandemic
2023,2,32575,33316,"Los Angeles, CA (Metropolitan Area)","Omaha, NE",13891,13871,ONT,OMA,1330,59,284.89,WN,0.6199,267.25,WN,0.6199,267.25,"(34.052238, -118.243344)","(46.07035, -93.666319)",202321389113871ONTOMA,Post-Pandemic
2023,2,32575,33316,"Los Angeles, CA (Metropolitan Area)","Omaha, NE",14908,13871,SNA,OMA,1330,96,291.81,WN,0.4632,269.09,WN,0.4632,269.09,"(34.052238, -118.243344)","(46.07035, -93.666319)",202321490813871SNAOMA,Post-Pandemic
2023,2,32575,33342,"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",10800,13342,BUR,MKE,1756,37,322.56,WN,0.6142,316.1,NK,0.1543,173.79,"(34.052238, -118.243344)","(43.041072, -87.909421)",202321080013342BURMKE,Post-Pandemic
2023,2,32575,33342,"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",12892,13342,LAX,MKE,1756,189,324.46,DL,0.3539,344.45,WN,0.2858,277.35,"(34.052238, -118.243344)","(43.041072, -87.909421)",202321289213342LAXMKE,Post-Pandemic
2023,2,32575,33342,"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",12954,13342,LGB,MKE,1756,25,252.98,WN,0.9867,251.48,WN,0.9867,251.48,"(34.052238, -118.243344)","(43.041072, -87.909421)",202321295413342LGBMKE,Post-Pandemic
2023,2,32575,33342,"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",13891,13342,ONT,MKE,1756,51,352.06,WN,0.4828,307.05,WN,0.4828,307.05,"(34.052238, -118.243344)","(43.041072, -87.909421)",202321389113342ONTMKE,Post-Pandemic
2023,2,32575,33342,"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI",14908,13342,SNA,MKE,1756,84,333.84,WN,0.4217,305.8,WN,0.4217,305.8,"(34.052238, -118.243344)","(43.041072, -87.909421)",202321490813342SNAMKE,Post-Pandemic
2023,2,32575,33495,"Los Angeles, CA (Metropolitan Area)","New Orleans, LA",10800,13495,BUR,MSY,1670,30,311.02,WN,0.6081,291.74,WN,0.6081,291.74,"(34.052238, -118.243344)","(29.950621, -90.074948)",202321080013495BURMSY,Post-Pandemic
2023,2,32575,33495,"Los Angeles, CA (Metropolitan Area)","New Orleans, LA",12892,13495,LAX,MSY,1670,1198,277.4,DL,0.463,341.35,NK,0.2374,145.12,"(34.052238, -118.243344)","(29.950621, -90.074948)",202321289213495LAXMSY,Post-Pandemic
2023,2,32575,33495,"Los Angeles, CA (Metropolitan Area)","New Orleans, LA",12954,13495,LGB,MSY,1670,56,234.05,WN,0.9843,233.13,WN,0.9843,233.13,"(34.052238, -118.243344)","(29.950621, -90.074948)",202321295413495LGBMSY,Post-Pandemic
2023,2,32575,33495,"Los Angeles, CA (Metropolitan Area)","New Orleans, LA",13891,13495,ONT,MSY,1670,83,314.4,WN,0.4808,298.44,WN,0.4808,298.44,"(34.052238, -118.243344)","(29.950621, -90.074948)",202321389113495ONTMSY,Post-Pandemic
2023,2,32575,33495,"Los Angeles, CA (Metropolitan Area)","New Orleans, LA",14908,13495,SNA,MSY,1670,105,332.74,AA,0.3106,383.12,WN,0.2728,287.77,"(34.052238, -118.243344)","(29.950621, -90.074948)",202321490813495SNAMSY,Post-Pandemic
2023,2,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",10800,13931,BUR,ORF,2371,7,472.88,AA,0.8197,505.03,UA,0.0164,298.0,"(34.052238, -118.243344)","(36.846164, -76.285913)",202321080013931BURORF,Post-Pandemic
2023,2,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",12892,13931,LAX,ORF,2371,257,375.32,AA,0.2945,409.24,MX,0.1229,197.71,"(34.052238, -118.243344)","(36.846164, -76.285913)",202321289213931LAXORF,Post-Pandemic
2023,2,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",12892,14098,LAX,PHF,2371,10,448.68,AA,1.0,448.68,AA,1.0,448.68,"(34.052238, -118.243344)","(36.846164, -76.285913)",202321289214098LAXPHF,Post-Pandemic
2023,2,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",12954,13931,LGB,ORF,2371,9,333.28,WN,0.95,315.34,WN,0.95,315.34,"(34.052238, -118.243344)","(36.846164, -76.285913)",202321295413931LGBORF,Post-Pandemic
2023,2,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",13891,13931,ONT,ORF,2371,63,346.34,DL,0.3292,344.56,F9,0.1436,123.3,"(34.052238, -118.243344)","(36.846164, -76.285913)",202321389113931ONTORF,Post-Pandemic
2023,2,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",13891,14098,ONT,PHF,2371,2,494.98,AA,0.9375,493.53,AA,0.9375,493.53,"(34.052238, -118.243344)","(36.846164, -76.285913)",202321389114098ONTPHF,Post-Pandemic
2023,2,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",14908,13931,SNA,ORF,2371,52,432.66,AA,0.3856,453.06,UA,0.2436,371.5,"(34.052238, -118.243344)","(36.846164, -76.285913)",202321490813931SNAORF,Post-Pandemic
2023,2,32575,33667,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)",14908,14098,SNA,PHF,2371,1,415.67,AA,1.0,415.67,AA,1.0,415.67,"(34.052238, -118.243344)","(36.846164, -76.285913)",202321490814098SNAPHF,Post-Pandemic
2023,2,32575,33851,"Los Angeles, CA (Metropolitan Area)","Oklahoma City, OK",10800,13851,BUR,OKC,1187,43,316.23,WN,0.6769,299.6,WN,0.6769,299.6,"(34.052238, -118.243344)","(35.468494, -97.521264)",202321080013851BUROKC,Post-Pandemic
2023,2,32575,33851,"Los Angeles, CA (Metropolitan Area)","Oklahoma City, OK",12892,13851,LAX,OKC,1187,253,363.22,AA,0.668,391.02,WN,0.2101,279.7,"(34.052238, -118.243344)","(35.468494, -97.521264)",202321289213851LAXOKC,Post-Pandemic
2023,2,32575,33851,"Los Angeles, CA (Metropolitan Area)","Oklahoma City, OK",12954,13851,LGB,OKC,1187,21,258.5,WN,0.9312,254.04,WN,0.9312,254.04,"(34.052238, -118.243344)","(35.468494, -97.521264)",202321295413851LGBOKC,Post-Pandemic
2023,2,32575,33851,"Los Angeles, CA (Metropolitan Area)","Oklahoma City, OK",13891,13851,ONT,OKC,1187,81,285.69,WN,0.5311,270.28,WN,0.5311,270.28,"(34.052238, -118.243344)","(35.468494, -97.521264)",202321389113851ONTOKC,Post-Pandemic
2023,2,32575,33851,"Los Angeles, CA (Metropolitan Area)","Oklahoma City, OK",14908,13851,SNA,OKC,1187,96,302.44,WN,0.477,287.56,WN,0.477,287.56,"(34.052238, -118.243344)","(35.468494, -97.521264)",202321490813851SNAOKC,Post-Pandemic
2023,2,32575,34027,"Los Angeles, CA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",10800,14027,BUR,PBI,2330,3,434.42,AA,0.9333,414.59,B6,0.0333,182.0,"(34.052238, -118.243344)","(33.90976, -98.500854)",202321080014027BURPBI,Post-Pandemic
2023,2,32575,34027,"Los Angeles, CA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",12892,14027,LAX,PBI,2330,175,394.69,B6,0.4991,372.31,B6,0.4991,372.31,"(34.052238, -118.243344)","(33.90976, -98.500854)",202321289214027LAXPBI,Post-Pandemic
2023,2,32575,34027,"Los Angeles, CA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",13891,14027,ONT,PBI,2330,25,334.59,DL,0.5852,327.2,DL,0.5852,327.2,"(34.052238, -118.243344)","(33.90976, -98.500854)",202321389114027ONTPBI,Post-Pandemic
2023,2,32575,34027,"Los Angeles, CA (Metropolitan Area)","West Palm Beach/Palm Beach, FL",14908,14027,SNA,PBI,2330,41,404.46,AA,0.4987,415.95,DL,0.4286,402.78,"(34.052238, -118.243344)","(33.90976, -98.500854)",202321490814027SNAPBI,Post-Pandemic
2023,2,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",10800,14057,BUR,PDX,859,780,180.51,AS,0.7316,183.54,WN,0.2503,169.95,"(34.052238, -118.243344)","(45.516018, -122.681425)",202321080014057BURPDX,Post-Pandemic
2023,2,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",12892,14057,LAX,PDX,859,1815,196.09,AS,0.5107,186.87,AS,0.5107,186.87,"(34.052238, -118.243344)","(45.516018, -122.681425)",202321289214057LAXPDX,Post-Pandemic
2023,2,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",12954,14057,LGB,PDX,859,67,169.15,WN,0.9572,162.67,WN,0.9572,162.67,"(34.052238, -118.243344)","(45.516018, -122.681425)",202321295414057LGBPDX,Post-Pandemic
2023,2,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",13891,14057,ONT,PDX,859,467,199.59,AS,0.5892,195.84,AS,0.5892,195.84,"(34.052238, -118.243344)","(45.516018, -122.681425)",202321389114057ONTPDX,Post-Pandemic
2023,2,32575,34057,"Los Angeles, CA (Metropolitan Area)","Portland, OR",14908,14057,SNA,PDX,859,1055,212.07,AS,0.7952,218.83,WN,0.1215,174.36,"(34.052238, -118.243344)","(45.516018, -122.681425)",202321490814057SNAPDX,Post-Pandemic
2023,2,32575,34100,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",10800,14100,BUR,PHL,2402,37,380.56,AA,0.7024,378.49,WN,0.1726,377.79,"(34.052238, -118.243344)","(39.951061, -75.16562)",202321080014100BURPHL,Post-Pandemic
2023,2,32575,34100,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",12892,14100,LAX,PHL,2402,1773,368.7,AA,0.7091,424.14,NK,0.1921,174.34,"(34.052238, -118.243344)","(39.951061, -75.16562)",202321289214100LAXPHL,Post-Pandemic
2023,2,32575,34100,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",12954,14100,LGB,PHL,2402,14,286.07,WN,0.878,283.52,WN,0.878,283.52,"(34.052238, -118.243344)","(39.951061, -75.16562)",202321295414100LGBPHL,Post-Pandemic
2023,2,32575,34100,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",13891,14100,ONT,PHL,2402,124,304.62,AA,0.4025,390.46,F9,0.3404,128.24,"(34.052238, -118.243344)","(39.951061, -75.16562)",202321389114100ONTPHL,Post-Pandemic
2023,2,32575,34100,"Los Angeles, CA (Metropolitan Area)","Philadelphia, PA",14908,14100,SNA,PHL,2402,177,388.16,AA,0.6783,397.61,F9,0.0678,123.69,"(34.052238, -118.243344)","(39.951061, -75.16562)",202321490814100SNAPHL,Post-Pandemic
2023,2,32575,34433,"Los Angeles, CA (Metropolitan Area)","Santa Rosa, CA",10800,15023,BUR,STS,433,210,119.09,XP,0.6977,100.04,XP,0.6977,100.04,"(34.052238, -118.243344)","(38.439698, -122.715642)",202321080015023BURSTS,Post-Pandemic
2023,2,32575,34433,"Los Angeles, CA (Metropolitan Area)","Santa Rosa, CA",12892,15023,LAX,STS,433,185,169.3,AS,0.8835,164.31,AS,0.8835,164.31,"(34.052238, -118.243344)","(38.439698, -122.715642)",202321289215023LAXSTS,Post-Pandemic
2023,2,32575,34433,"Los Angeles, CA (Metropolitan Area)","Santa Rosa, CA",13891,15023,ONT,STS,433,0,241.33,AA,1.0,241.33,AA,1.0,241.33,"(34.052238, -118.243344)","(38.439698, -122.715642)",202321389115023ONTSTS,Post-Pandemic
2023,2,32575,34433,"Los Angeles, CA (Metropolitan Area)","Santa Rosa, CA",14908,15023,SNA,STS,433,175,180.18,AS,0.985,180.5,AS,0.985,180.5,"(34.052238, -118.243344)","(38.439698, -122.715642)",202321490815023SNASTS,Post-Pandemic
2023,2,32575,34492,"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",10800,14492,BUR,RDU,2239,33,332.27,AA,0.4564,362.6,WN,0.3389,302.98,"(34.052238, -118.243344)","(42.673348, -72.179683)",202321080014492BURRDU,Post-Pandemic
2023,2,32575,34492,"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",12892,14492,LAX,RDU,2239,716,398.55,DL,0.4286,452.69,AA,0.3302,397.08,"(34.052238, -118.243344)","(42.673348, -72.179683)",202321289214492LAXRDU,Post-Pandemic
2023,2,32575,34492,"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",12954,14492,LGB,RDU,2239,14,297.3,WN,0.9302,290.0,WN,0.9302,290.0,"(34.052238, -118.243344)","(42.673348, -72.179683)",202321295414492LGBRDU,Post-Pandemic
2023,2,32575,34492,"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",13891,14492,ONT,RDU,2239,136,277.76,F9,0.3312,129.31,F9,0.3312,129.31,"(34.052238, -118.243344)","(42.673348, -72.179683)",202321389114492ONTRDU,Post-Pandemic
2023,2,32575,34492,"Los Angeles, CA (Metropolitan Area)","Raleigh/Durham, NC",14908,14492,SNA,RDU,2239,128,362.06,AA,0.3471,396.46,F9,0.1223,129.49,"(34.052238, -118.243344)","(42.673348, -72.179683)",202321490814492SNARDU,Post-Pandemic
2023,2,32575,34524,"Los Angeles, CA (Metropolitan Area)","Richmond, VA",10800,14524,BUR,RIC,2305,8,362.05,AA,0.6,381.0,UA,0.2,353.43,"(34.052238, -118.243344)","(37.540759, -77.433932)",202321080014524BURRIC,Post-Pandemic
2023,2,32575,34524,"Los Angeles, CA (Metropolitan Area)","Richmond, VA",12892,14524,LAX,RIC,2305,241,347.42,AA,0.3441,370.1,MX,0.2024,189.13,"(34.052238, -118.243344)","(37.540759, -77.433932)",202321289214524LAXRIC,Post-Pandemic
2023,2,32575,34524,"Los Angeles, CA (Metropolitan Area)","Richmond, VA",12954,14524,LGB,RIC,2305,1,365.6,WN,1.0,365.6,WN,1.0,365.6,"(34.052238, -118.243344)","(37.540759, -77.433932)",202321295414524LGBRIC,Post-Pandemic
2023,2,32575,34524,"Los Angeles, CA (Metropolitan Area)","Richmond, VA",13891,14524,ONT,RIC,2305,38,392.24,AA,0.5623,390.83,AA,0.5623,390.83,"(34.052238, -118.243344)","(37.540759, -77.433932)",202321389114524ONTRIC,Post-Pandemic
2023,2,32575,34524,"Los Angeles, CA (Metropolitan Area)","Richmond, VA",14908,14524,SNA,RIC,2305,70,321.21,AA,0.3953,329.63,UA,0.2594,316.47,"(34.052238, -118.243344)","(37.540759, -77.433932)",202321490814524SNARIC,Post-Pandemic
2023,2,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",10800,14570,BUR,RNO,415,157,158.1,WN,0.9888,158.1,WN,0.9888,158.1,"(34.052238, -118.243344)","(30.177159, -95.162771)",202321080014570BURRNO,Post-Pandemic
2023,2,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",12892,14570,LAX,RNO,415,675,154.18,WN,0.4221,132.35,B6,0.2084,129.53,"(34.052238, -118.243344)","(30.177159, -95.162771)",202321289214570LAXRNO,Post-Pandemic
2023,2,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",12954,14570,LGB,RNO,415,278,154.86,WN,0.9972,154.91,WN,0.9972,154.91,"(34.052238, -118.243344)","(30.177159, -95.162771)",202321295414570LGBRNO,Post-Pandemic
2023,2,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",13891,14570,ONT,RNO,415,66,204.5,WN,0.865,199.94,WN,0.865,199.94,"(34.052238, -118.243344)","(30.177159, -95.162771)",202321389114570ONTRNO,Post-Pandemic
2023,2,32575,34570,"Los Angeles, CA (Metropolitan Area)","Reno, NV",14908,14570,SNA,RNO,415,73,189.84,WN,0.8593,180.52,NK,0.0389,131.85,"(34.052238, -118.243344)","(30.177159, -95.162771)",202321490814570SNARNO,Post-Pandemic
